@timestamp,event.action,message,process.name,process.parent.name,process.args,dll.pe.original_file_name,dll.name,file.name,registry.path,registry.value,dns.question.name,destination.address,domain.abused,domain.spamhaus.score,ipgeolocation.country.name,ipgeolocation.city.name,ipgeolocation.latitude,ipgeolocation.longitude,ipgeolocation.isp,kibana.alert.rule.threat.tactic.name,kibana.alert.rule.threat.technique.subtechnique.name
"Sep 16, 2024 @ 19:05:05.128",open,Endpoint file event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,key4.db,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:05:04.632",modification,Endpoint registry event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\RestartManager\Session0000\RegFilesHash,RegFilesHash,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:05:04.631",modification,Endpoint registry event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\RestartManager\Session0000\Sequence,Sequence,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:05:04.631",modification,Endpoint registry event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\RestartManager\Session0000\RegFiles0000,RegFiles0000,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:05:04.630",modification,Endpoint registry event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\RestartManager\Session0000\Owner,Owner,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:05:04.630",modification,Endpoint registry event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\RestartManager\Session0000\SessionHash,SessionHash,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 18:54:25.036",lookup_requested,"DNS query is completed for the name thirtvd13vs.top, type 28, query options 2251800887582720 with status 1460 Results  ",589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,-,-,thirtvd13vs.top,-,False,-9,-,-,-,-,-,-,-
"Sep 16, 2024 @ 18:51:48.757",load,Endpoint DLL load event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 18:51:48.644",start,Endpoint process event,589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,explorer.exe,C:\Users\John\589b3c67f1f81cadbedca487bfd81e6cc604bf6df1354a4d1fd66fd652276d8a.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:05:50.573",creation,Endpoint file event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,explorgu.job,-,-,-,-,-,-,-,-,-,-,-,Persistence,Scheduled Task
"Sep 14, 2024 @ 15:04:09.622",deletion,Endpoint file event,explorgu.exe,-,-,-,-,clip64.dll,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:04:09.621",creation,Endpoint file event,explorgu.exe,-,-,-,-,clip64.dll,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:41.411",deletion,Endpoint file event,explorgu.exe,-,-,-,-,cred64.dll,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:41.409",creation,Endpoint file event,explorgu.exe,-,-,-,-,cred64.dll,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.408",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,AutoDetect,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.407",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,IntranetName,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.407",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,UNCAsIntranet,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.406",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,ProxyBypass,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.379",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\History\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.378",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Cookies\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:10.377",modification,Endpoint registry event,explorgu.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Content\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:09.061",load,Endpoint DLL load event,explorgu.exe,-,-,-,explorgu.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:00.013",start,Endpoint process event,explorgu.exe,svchost.exe,C:\Users\John\AppData\Local\Temp\00c07260dc\explorgu.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:02:00.006",execution,Malware Detection Alert,explorgu.exe,svchost.exe,C:\Users\John\AppData\Local\Temp\00c07260dc\explorgu.exe,-,-,explorgu.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:59.407",end,Endpoint process event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,explorer.exe,C:\Users\John\cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:59.342",creation,Malware Detection Alert,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,explorer.exe,C:\Users\John\cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,explorgu.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:59.272",creation,Endpoint file event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,explorgu.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:58.480",load,Endpoint DLL load event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,wtsapi32.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:57.533",creation,Endpoint file event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,explorgu.job,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:57.505",load,Endpoint DLL load event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,mstask.dll,mstask.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:55.791",load,Endpoint DLL load event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:53.297",execution,Malware Detection Alert,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,explorer.exe,C:\Users\John\cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 14, 2024 @ 15:01:53.296",start,Endpoint process event,cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,explorer.exe,C:\Users\John\cebffbdd811f604d41fcc5fd805ac4cbfb92b1e2fdf9ca644de03d39b946ac84.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:36:09.570",lookup_requested,"DNS query is completed for the name govntutzt.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,govntutzt.life,188.166.15.250,False,-11,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:36:00.495",lookup_requested,"DNS query is completed for the name cj87mkoo4.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,cj87mkoo4.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:35:50.412",lookup_requested,"DNS query is completed for the name o3f4d47j3.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,o3f4d47j3.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:35:48.371",end,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, $Res, =, 0;, $Infs, =, Get-Item, -Path, ($env:WinDir, +, '\inf\*.inf');, foreach, ($Inf, in, $Infs), {, $Data, =, Get-Content, $Inf.FullName;, if, ($Data, -match, '\[defaultinstall.nt(amd64|arm|arm64|x86)\]'), {, $Res, =, 1;, break;, }, }, Write-Host, 'Final, result:',, $Res;",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:48.352",overwrite,Endpoint file event,powershell.exe,-,-,-,-,StartupProfileData-NonInteractive,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:48.137",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.Commands.Utility.dll,Microsoft.PowerShell.Commands.Utility.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:43.337",lookup_requested,"DNS query is completed for the name s7n9pjbnl.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,s7n9pjbnl.life,-,False,-5,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:41.996",end,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, Write-Host, 'Final, result:, 1';",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:41.561",load,Endpoint DLL load event,powershell.exe,-,-,System.Configuration.Install.dll,System.Configuration.Install.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:41.415",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.Commands.Management.dll,Microsoft.PowerShell.Commands.Management.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:37.521",load,Endpoint DLL load event,powershell.exe,-,-,system.transactions.dll,System.Transactions.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:36.997",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.Security.dll,Microsoft.PowerShell.Security.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:36.248",lookup_requested,"DNS query is completed for the name 3rldogkrx.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,3rldogkrx.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:35:31.891",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Configuration.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.575",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_caasjc2e.asz.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.573",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_tsqevhac.j2a.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.562",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_caasjc2e.asz.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.548",load,Endpoint DLL load event,powershell.exe,-,-,system.data.dll,System.Data.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.544",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_tsqevhac.j2a.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.541",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Xml.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.539",load,Endpoint DLL load event,powershell.exe,-,-,System.DirectoryServices.dll,System.DirectoryServices.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.537",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Management.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.535",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.Management.Infrastructure.dll,Microsoft.Management.Infrastructure.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.439",load,Endpoint DLL load event,powershell.exe,-,-,System.Management.Automation.dll,System.Management.Automation.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.432",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.ConsoleHost.dll,Microsoft.PowerShell.ConsoleHost.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.425",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Core.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.423",load,Endpoint DLL load event,powershell.exe,-,-,System.dll,System.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.403",load,Endpoint DLL load event,powershell.exe,-,-,clr.dll,clr.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:31.367",start,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, $Res, =, 0;, $Infs, =, Get-Item, -Path, ($env:WinDir, +, '\inf\*.inf');, foreach, ($Inf, in, $Infs), {, $Data, =, Get-Content, $Inf.FullName;, if, ($Data, -match, '\[defaultinstall.nt(amd64|arm|arm64|x86)\]'), {, $Res, =, 1;, break;, }, }, Write-Host, 'Final, result:',, $Res;",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:30.738",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_a1ghubcr.4xl.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:30.737",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_omk1zxez.sgr.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:30.661",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_a1ghubcr.4xl.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:30.659",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_omk1zxez.sgr.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:29.143",lookup_requested,"DNS query is completed for the name z75717vaj.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,z75717vaj.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:35:25.348",start,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, Write-Host, 'Final, result:, 1';",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:35:21.064",lookup_requested,"DNS query is completed for the name ezsj23n67.life, type 1, query options 140738562121728 with status 87 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,ezsj23n67.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:35:18.051",lookup_requested,"DNS query is completed for the name 8fqxxf116.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,8fqxxf116.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:35:08.957",lookup_requested,"DNS query is completed for the name gmsjfazpo.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,gmsjfazpo.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:34:56.890",lookup_requested,"DNS query is completed for the name wp9wddjn4.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,wp9wddjn4.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:34:49.801",lookup_requested,"DNS query is completed for the name axqje16l4.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,axqje16l4.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:34:41.734",lookup_requested,"DNS query is completed for the name 99t9f8t4c.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,99t9f8t4c.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:34:35.621",lookup_requested,"DNS query is completed for the name lcd7igvud.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,lcd7igvud.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:34:24.560",lookup_requested,"DNS query is completed for the name pzhihpnt2.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,pzhihpnt2.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:34:12.518",lookup_requested,"DNS query is completed for the name 4kqz7kqt2.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,4kqz7kqt2.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:58.452",lookup_requested,"DNS query is completed for the name wox5mblpd.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,wox5mblpd.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:52.345",lookup_requested,"DNS query is completed for the name vjgmo889e.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,vjgmo889e.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:44.257",lookup_requested,"DNS query is completed for the name 497hssmh9.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,497hssmh9.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:39.143",lookup_requested,"DNS query is completed for the name mei2hlvph.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,mei2hlvph.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:28.082",lookup_requested,"DNS query is completed for the name uvx6qjirx.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,uvx6qjirx.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:19.017",lookup_requested,"DNS query is completed for the name prl7fpdgq.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,prl7fpdgq.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:11.896",lookup_requested,"DNS query is completed for the name 8jcl1fkor.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,8jcl1fkor.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:33:03.829",lookup_requested,"DNS query is completed for the name x7ir6c3dp.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,x7ir6c3dp.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:32:55.762",lookup_requested,"DNS query is completed for the name 8s75cl4j9.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,8s75cl4j9.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:32:47.671",lookup_requested,"DNS query is completed for the name 5yv0b66c5.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,5yv0b66c5.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:32:33.640",lookup_requested,"DNS query is completed for the name p9m9as6rc.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,p9m9as6rc.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:32:22.563",lookup_requested,"DNS query is completed for the name c3x5wqfqd.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,c3x5wqfqd.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:32:11.510",lookup_requested,"DNS query is completed for the name y0ue7nc4v.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,y0ue7nc4v.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
