@timestamp,event.action,message,process.name,process.parent.name,process.args,dll.pe.original_file_name,dll.name,file.name,registry.path,registry.value,dns.question.name,destination.address,domain.abused,domain.spamhaus.score,ipgeolocation.country.name,ipgeolocation.city.name,ipgeolocation.latitude,ipgeolocation.longitude,ipgeolocation.isp,kibana.alert.rule.threat.tactic.name,kibana.alert.rule.threat.technique.subtechnique.name
"Sep 12, 2024 @ 19:47:13.581",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cygcheck.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.564",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cut.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.546",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ctest.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.516",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,csplit.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.503",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cpack.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:13.476",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cp.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.983",deletion,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,wincgvh.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.981",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,wincgvh.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.975",creation,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,wincgvh.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.396",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,comm.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.372",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,column.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.368",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,colrm.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.364",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,colcrt.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.360",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,col.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.357",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cmp.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.338",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cmake.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.294",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,clear.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.277",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cksum.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.241",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chrt.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.222",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chroot.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.219",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chown.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.216",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chmod.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.206",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chgrp.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.204",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chcon.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.201",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,chattr.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.188",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ccmake.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.166",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,catman.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.139",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cat.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.135",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,cal.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.115",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,bzip2recover.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.110",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,bzip2.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.107",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,bzcat.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.104",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,bunzip2.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.066",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,bmake.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.051",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,bash.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.008",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,basenc.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.005",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,basename.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:11.002",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,base64.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:10.998",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,base32.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:10.976",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,b2sum.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:10.911",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,ash.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:10.859",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,arch.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:47:10.841",modification,Endpoint file event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,addftinfo.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.239",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\J3_0,J3_0,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.239",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\J4_0,J4_0,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.238",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\J1_0,J1_0,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.238",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\J2_0,J2_0,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.220",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\-1770873924,-1770873924,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.220",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\81464070,81464070,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.219",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\1852337994,1852337994,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.219",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\-590291308,-590291308,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.219",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\1262046686,1262046686,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.219",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\-1180582616,-1180582616,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.219",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Alif\-365941916\671755378,671755378,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.135",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SYSTEM\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\DoNotAllowExceptions,DoNotAllowExceptions,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.135",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SYSTEM\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\DisableNotifications,DisableNotifications,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.134",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SYSTEM\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\EnableFirewall,EnableFirewall,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.124",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableLUA,EnableLUA,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.108",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\GlobalUserOffline,GlobalUserOffline,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.034",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\WOW6432Node\Microsoft\Security Center\AntiVirusDisableNotify,AntiVirusDisableNotify,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.034",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\WOW6432Node\Microsoft\Security Center\FirewallDisableNotify,FirewallDisableNotify,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.034",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\WOW6432Node\Microsoft\Security Center\FirewallOverride,FirewallOverride,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.034",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\WOW6432Node\Microsoft\Security Center\UpdatesDisableNotify,UpdatesDisableNotify,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.034",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\WOW6432Node\Microsoft\Security Center\UacDisableNotify,UacDisableNotify,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.033",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced\Hidden,Hidden,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:56.033",modification,Endpoint registry event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,HKLM\SOFTWARE\WOW6432Node\Microsoft\Security Center\AntiVirusOverride,AntiVirusOverride,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:55.940",load,Endpoint DLL load event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:53.664",start,Endpoint process event,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,explorer.exe,C:\Users\John\69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 12, 2024 @ 19:46:53.657",execution,Malware Detection Alert,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,explorer.exe,C:\Users\John\69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,69735cd8499cfbf56dab45602c168d9ce3bec18f106935f17b311c0b17e5ec37.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.470",end,Endpoint process event,cmd.exe,explorer.exe,"cmd, /c, schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.467",end,Endpoint process event,schtasks.exe,cmd.exe,"schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.442",load,Endpoint DLL load event,schtasks.exe,-,-,taskschd.dll,taskschd.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.420",start,Endpoint process event,schtasks.exe,cmd.exe,"schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.376",start,Endpoint process event,cmd.exe,explorer.exe,"cmd, /c, schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.198",load,Endpoint DLL load event,ZenFlow.scr,-,-,-,ntdll.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.074",end,Endpoint process event,wscript.exe,svchost.exe,"C:\Windows\system32\wscript.EXE, //B, C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.069",load,Endpoint DLL load event,ZenFlow.scr,-,-,AutoIt3.exe,ZenFlow.scr,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.069",modification,Endpoint registry event,wscript.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows Script\Settings\Telemetry\wscript.exe\JScriptSetScriptStateStarted,JScriptSetScriptStateStarted,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.065",start,Endpoint process event,ZenFlow.scr,wscript.exe,"C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.scr, C:\Users\John\AppData\Local\MindCalm Technologies LLC\f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.053",load,Endpoint DLL load event,wscript.exe,-,-,-,scrrun.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.029",load,Endpoint DLL load event,wscript.exe,-,-,-,scrobj.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:02.009",load,Endpoint DLL load event,wscript.exe,-,-,-,jscript.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:29:01.956",start,Endpoint process event,wscript.exe,svchost.exe,"C:\Windows\system32\wscript.EXE, //B, C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:27:52.825",start,Endpoint process event,-,-,"schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Persistence,Scheduled Task
"Sep 16, 2024 @ 19:27:52.824",start,Endpoint process event,schtasks.exe,cmd.exe,"schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Persistence,Scheduled Task
"Sep 16, 2024 @ 19:27:52.822",start,Endpoint process event,cmd.exe,explorer.exe,"cmd, /c, schtasks.exe, /create, /tn, Solving, /tr, wscript //B 'C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js', /sc, minute, /mo, 5, /F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Persistence,Scheduled Task
"Sep 16, 2024 @ 19:26:43.495",start,Endpoint process event,ZenFlow.scr,wscript.exe,"C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.scr, C:\Users\John\AppData\Local\MindCalm Technologies LLC\f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Defense Evasion,Rename System Utilities
"Sep 16, 2024 @ 19:25:23.881",deletion,Endpoint file event,dllhost.exe,-,-,-,-,info_48[1],-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:25:23.880",deletion,Endpoint file event,dllhost.exe,-,-,-,-,httpErrorPagesScripts[1],-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:25:23.848",deletion,Endpoint file event,dllhost.exe,-,-,-,-,errorPageStrings[2],-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:25:21.490",end,Endpoint process event,ZenFlow.scr,wscript.exe,"C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.scr, C:\Users\John\AppData\Local\MindCalm Technologies LLC\f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:24:51.210",lookup_requested,"DNS query is completed for the name solutionhub.cc, type 28, query options 2251800887582720 with status 1460 Results  ",ZenFlow.scr,-,-,-,-,-,-,-,solutionhub.cc,-,False,-7,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:24:42.139",modification,Endpoint registry event,ZenFlow.scr,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,UNCAsIntranet,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:24:42.139",modification,Endpoint registry event,ZenFlow.scr,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,AutoDetect,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:24:42.138",modification,Endpoint registry event,ZenFlow.scr,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,ProxyBypass,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:24:42.138",modification,Endpoint registry event,ZenFlow.scr,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,IntranetName,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:24:31.564",start,Endpoint process event,wscript.exe,svchost.exe,"C:\Windows\system32\wscript.EXE, //B, C:\Users\John\AppData\Local\MindCalm Technologies LLC\ZenFlow.js",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Persistence, Execution","Scheduled Task, Scheduled Task"
"Sep 16, 2024 @ 19:24:24.977",lookup_requested,"DNS query is completed for the name vTDBEdmESF.vTDBEdmESF, type 1, query options 2251801155993600 with status 1460 Results  ",ZenFlow.scr,-,-,-,-,-,-,-,vTDBEdmESF.vTDBEdmESF,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:21:39.643",rename,Endpoint file event,dllhost.exe,-,-,-,-,V010001A.log,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 19:21:39.642",rename,Endpoint file event,dllhost.exe,-,-,-,-,V01tmp.log,-,-,-,-,-,-,-,-,-,-,-,-,-
